Subtotal Area	KEN ARMSTRONG	MAX ABRAMSON	SAM ROBB	KIM RUFF	STEVEN A RICHEY	JACOB HORNBERGER	SOURAYA FAAS	KEENAN WALLACE DUNHAM	ADAM KOKESH	VERMIN SUPREME	JO JORGENSEN	DAN BEHRMAN	ERIK CHASE GERHARDT	NICHOLAS D'ARTAGNAN DUMAS	GEBY EVA ESPINOSA	JAMES ORLANDO OGLE	SORINNE ARDELEANU	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Writein Votes
Precinct 7622 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	0	0	0	0	0	0
Precinct 7622	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	1	0	0	0	1	0
Precinct 7623 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,004	0	0	0	0	0	0
Precinct 7623 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,004	0	0	0	0	0	0
Precinct 7623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,004	0	0	0	0	0	0
Precinct 7624 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875	0	0	0	0	0	0
Precinct 7624 - Election Day	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875	1	0	0	0	1	0
Precinct 7624	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875	1	0	0	0	1	0
Precinct 7625 - Vote By Mail	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	822	4	0	0	2	2	0
Precinct 7625 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	822	0	0	0	0	0	0
Precinct 7625	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	822	4	0	0	2	2	0
Precinct 7626 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,073	0	0	0	0	0	0
Precinct 7626 - Election Day	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1,073	1	0	0	0	1	0
Precinct 7626	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1,073	1	0	0	0	1	0
Precinct 7627 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524	0	0	0	0	0	0
Precinct 7627 - Election Day	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	524	1	0	0	0	1	0
Precinct 7627	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	524	1	0	0	0	1	0
Precinct 7628 - Vote By Mail	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	938	1	0	0	0	1	0
Precinct 7628 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	938	0	0	0	0	0	0
Precinct 7628	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	938	1	0	0	0	1	0
Precinct 7629 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	853	0	0	0	0	0	0
Precinct 7629 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	853	0	0	0	0	0	0
Precinct 7629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	853	0	0	0	0	0	0
Precinct 7631 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,219	1	0	0	1	0	0
Precinct 7631 - Election Day	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,219	1	0	0	0	1	0
Precinct 7631	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,219	2	0	0	1	1	0
Precinct 7632 - Vote By Mail	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,171	1	0	0	0	1	0
Precinct 7632 - Election Day	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1,171	2	0	0	0	2	0
Precinct 7632	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1,171	3	0	0	0	3	0
Precinct 7633 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	735	1	0	0	0	1	0
Precinct 7633 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	735	0	0	0	0	0	0
Precinct 7633	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	735	1	0	0	0	1	0
Precinct 7634 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	890	0	0	0	0	0	0
Precinct 7634 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	890	1	0	0	0	1	1
Precinct 7634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	890	1	0	0	0	1	1
Precinct 7635 - Vote By Mail	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	853	1	0	0	0	1	0
Precinct 7635 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	853	0	0	0	0	0	0
Precinct 7635	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	853	1	0	0	0	1	0
Precinct 7636 - Vote By Mail	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	959	1	0	0	0	1	0
Precinct 7636 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	959	0	0	0	0	0	0
Precinct 7636	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	959	1	0	0	0	1	0
Precinct 7637 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	868	0	0	0	0	0	0
Precinct 7637 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	868	0	0	0	0	0	0
Precinct 7637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	868	0	0	0	0	0	0
Precinct 7638 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	889	0	0	0	0	0	0
Precinct 7638 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	889	0	0	0	0	0	0
Precinct 7638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	889	0	0	0	0	0	0
Precinct 7639 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,022	0	0	0	0	0	0
Precinct 7639 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,022	0	0	0	0	0	0
Precinct 7639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,022	0	0	0	0	0	0
Precinct 7641 - Vote By Mail	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	951	1	0	0	0	1	0
Precinct 7641 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	951	0	0	0	0	0	0
Precinct 7641	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	951	1	0	0	0	1	0
Precinct 7642 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	765	0	0	0	0	0	0
Precinct 7642 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	765	1	0	0	0	1	1
Precinct 7642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	765	1	0	0	0	1	1
Precinct 7643 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	941	0	0	0	0	0	0
Precinct 7643 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	941	0	0	0	0	0	0
Precinct 7643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	941	0	0	0	0	0	0
Precinct 7644 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,176	2	0	0	2	0	0
Precinct 7644 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,176	0	0	0	0	0	0
Precinct 7644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,176	2	0	0	2	0	0
Precinct 7645 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656	0	0	0	0	0	0
Precinct 7645 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656	0	0	0	0	0	0
Precinct 7645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656	0	0	0	0	0	0
Precinct 7646 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,153	2	0	0	2	0	0
Precinct 7646 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,153	0	0	0	0	0	0
Precinct 7646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,153	2	0	0	2	0	0
Precinct 7647 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0
Precinct 7647 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0
Precinct 7647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0
Precinct 7648 MB - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Precinct 7648 MB - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Precinct 7648 MB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Precinct 7649 - Vote By Mail	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	900	2	0	0	0	2	0
Precinct 7649 - Election Day	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	900	1	0	0	0	1	0
Precinct 7649	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	900	3	0	0	0	3	0
Precinct 7651 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	947	0	0	0	0	0	0
Precinct 7651 - Election Day	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	947	1	0	0	0	1	0
Precinct 7651	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	947	1	0	0	0	1	0
Precinct 7652 - Vote By Mail	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	635	1	0	0	0	1	0
Precinct 7652 - Election Day	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	635	1	0	0	0	1	0
Precinct 7652	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	635	2	0	0	0	2	0
Precinct 7653 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839	0	0	0	0	0	0
Precinct 7653 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839	0	0	0	0	0	0
Precinct 7653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839	0	0	0	0	0	0
Precinct 7654 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466	0	0	0	0	0	0
Precinct 7654 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466	0	0	0	0	0	0
Precinct 7654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466	0	0	0	0	0	0
Precinct 7655 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679	0	0	0	0	0	0
Precinct 7655 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679	0	0	0	0	0	0
Precinct 7655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679	0	0	0	0	0	0
Precinct 7656 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638	0	0	0	0	0	0
Precinct 7656 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638	0	0	0	0	0	0
Precinct 7656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638	0	0	0	0	0	0
Precinct 7657 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598	0	0	0	0	0	0
Precinct 7657 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598	0	0	0	0	0	0
Precinct 7657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598	0	0	0	0	0	0
Precinct 7701 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,064	0	0	0	0	0	0
Precinct 7701 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,064	1	0	0	0	1	1
Precinct 7701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,064	1	0	0	0	1	1
Precinct 7702 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	756	1	0	0	1	0	0
Precinct 7702 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	756	0	0	0	0	0	0
Precinct 7702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	756	1	0	0	1	0	0
Precinct 7703 MB - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0
Precinct 7703 MB - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0
Precinct 7703 MB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0
Precinct 7704 - Vote By Mail	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,002	1	0	0	0	1	0
Precinct 7704 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,002	0	0	0	0	0	0
Precinct 7704	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,002	1	0	0	0	1	0
Precinct 7705 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	0	0	0	0	0	0
Precinct 7705 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	0	0	0	0	0	0
Precinct 7705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	0	0	0	0	0	0
Precinct 7706 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	866	1	0	0	1	0	0
Precinct 7706 - Election Day	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	866	1	0	0	0	1	0
Precinct 7706	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	866	2	0	0	1	1	0
Precinct 7707 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	872	0	0	0	0	0	0
Precinct 7707 - Election Day	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	872	2	0	0	0	2	0
Precinct 7707	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	872	2	0	0	0	2	0
Precinct 7708 - Vote By Mail	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	875	2	0	0	1	1	0
Precinct 7708 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875	1	0	0	0	1	1
Precinct 7708	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	875	3	0	0	1	2	1
Precinct 7709 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0
Precinct 7709 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0
Precinct 7709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0
Precinct 7711 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	811	0	0	0	0	0	0
Precinct 7711 - Election Day	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	811	1	0	0	0	1	0
Precinct 7711	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	811	1	0	0	0	1	0
Precinct 7712 - Vote By Mail	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	532	1	0	0	0	1	0
Precinct 7712 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	0	0	0	0	0	0
Precinct 7712	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	532	1	0	0	0	1	0
Precinct 7801 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974	1	0	0	1	0	0
Precinct 7801 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974	0	0	0	0	0	0
Precinct 7801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974	1	0	0	1	0	0
Precinct 7802 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	798	0	0	0	0	0	0
Precinct 7802 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	798	0	0	0	0	0	0
Precinct 7802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	798	0	0	0	0	0	0
Precinct 7803 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	831	0	0	0	0	0	0
Precinct 7803 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	831	0	0	0	0	0	0
Precinct 7803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	831	0	0	0	0	0	0
Precinct 7804 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	885	0	0	0	0	0	0
Precinct 7804 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	885	0	0	0	0	0	0
Precinct 7804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	885	0	0	0	0	0	0
Precinct 7805 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	0	0	0	0	0
Precinct 7805 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	0	0	0	0	0
Precinct 7805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	0	0	0	0	0
Precinct 7806 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	755	0	0	0	0	0	0
Precinct 7806 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	755	1	0	0	0	1	1
Precinct 7806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	755	1	0	0	0	1	1
Precinct 7807 - Vote By Mail	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	827	1	0	0	0	1	0
Precinct 7807 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	827	0	0	0	0	0	0
Precinct 7807	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	827	1	0	0	0	1	0
Precinct 7808 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	654	0	0	0	0	0	0
Precinct 7808 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	654	0	0	0	0	0	0
Precinct 7808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	654	0	0	0	0	0	0
Precinct 7809 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	764	0	0	0	0	0	0
Precinct 7809 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	764	0	0	0	0	0	0
Precinct 7809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	764	0	0	0	0	0	0
Precinct 7811 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	758	0	0	0	0	0	0
Precinct 7811 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	758	0	0	0	0	0	0
Precinct 7811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	758	0	0	0	0	0	0
Precinct 7812 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897	0	0	0	0	0	0
Precinct 7812 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897	0	0	0	0	0	0
Precinct 7812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897	0	0	0	0	0	0
Precinct 7813 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,068	1	0	0	1	0	0
Precinct 7813 - Election Day	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1,068	1	0	0	0	1	0
Precinct 7813	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1,068	2	0	0	1	1	0
Precinct 7814 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	901	0	0	0	0	0	0
Precinct 7814 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	901	0	0	0	0	0	0
Precinct 7814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	901	0	0	0	0	0	0
Precinct 7815 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	917	0	0	0	0	0	0
Precinct 7815 - Election Day	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	917	2	0	0	0	2	0
Precinct 7815	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	917	2	0	0	0	2	0
Precinct 7816 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	872	1	0	0	1	0	0
Precinct 7816 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	872	0	0	0	0	0	0
Precinct 7816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	872	1	0	0	1	0	0
Precinct 7817 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	838	0	0	0	0	0	0
Precinct 7817 - Election Day	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	838	1	0	0	0	1	0
Precinct 7817	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	838	1	0	0	0	1	0
Precinct 7818 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839	0	0	0	0	0	0
Precinct 7818 - Election Day	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839	1	0	0	0	1	0
Precinct 7818	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839	1	0	0	0	1	0
Precinct 7819 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774	0	0	0	0	0	0
Precinct 7819 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774	0	0	0	0	0	0
Precinct 7819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774	0	0	0	0	0	0
Precinct 7821 - Vote By Mail	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	976	1	0	0	0	1	0
Precinct 7821 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	976	0	0	0	0	0	0
Precinct 7821	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	976	1	0	0	0	1	0
Precinct 7822 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	892	0	0	0	0	0	0
Precinct 7822 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	892	0	0	0	0	0	0
Precinct 7822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	892	0	0	0	0	0	0
Precinct 7823 - Vote By Mail	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	883	1	0	0	0	1	0
Precinct 7823 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	883	0	0	0	0	0	0
Precinct 7823	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	883	1	0	0	0	1	0
Precinct 7824 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768	1	0	0	1	0	0
Precinct 7824 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768	0	0	0	0	0	0
Precinct 7824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768	1	0	0	1	0	0
Precinct 7825 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608	0	0	0	0	0	0
Precinct 7825 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608	0	0	0	0	0	0
Precinct 7825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608	0	0	0	0	0	0
Precinct 7826 - Vote By Mail	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	690	2	0	0	1	1	0
Precinct 7826 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	690	0	0	0	0	0	0
Precinct 7826	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	690	2	0	0	1	1	0
Precinct 7827 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	826	0	0	0	0	0	0
Precinct 7827 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	826	0	0	0	0	0	0
Precinct 7827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	826	0	0	0	0	0	0
Precinct 7828 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,028	1	0	0	1	0	0
Precinct 7828 - Election Day	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1,028	1	0	0	0	1	0
Precinct 7828	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1,028	2	0	0	1	1	0
Precinct 7829 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	0	0	0	0	0	0
Precinct 7829 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	0	0	0	0	0	0
Precinct 7829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	0	0	0	0	0	0
Precinct 7831 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902	0	0	0	0	0	0
Precinct 7831 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902	0	0	0	0	0	0
Precinct 7831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902	0	0	0	0	0	0
Precinct 7832 - Vote By Mail	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	781	1	0	0	0	1	0
Precinct 7832 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	781	0	0	0	0	0	0
Precinct 7832	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	781	1	0	0	0	1	0
Precinct 7833 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	733	1	0	0	0	1	0
Precinct 7833 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	733	0	0	0	0	0	0
Precinct 7833	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	733	1	0	0	0	1	0
Precinct 7834 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	894	0	0	0	0	0	0
Precinct 7834 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	894	1	0	0	1	0	0
