Subtotal Area	MARIA ELENA EVANGELISTA	PANG LY	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Write-in Votes
Precinct 9745 - Vote By Mail	229	54	790	317	0	0	34	283	0
Precinct 9745 - Election Day	84	18	202	128	0	0	26	102	0
Precinct 9745	313	72	992	445	0	0	60	385	0
Precinct 9746 - Vote By Mail	161	147	714	373	0	0	65	308	0
Precinct 9746 - Election Day	55	42	189	119	0	0	22	97	0
Precinct 9746	216	189	903	492	0	0	87	405	0
Precinct 9747 - Vote By Mail	206	143	772	401	0	0	52	349	0
Precinct 9747 - Election Day	94	36	204	145	0	0	14	131	1
Precinct 9747	300	179	976	546	0	0	66	480	1
Precinct 9748 - Vote By Mail	211	156	746	425	0	0	58	367	0
Precinct 9748 - Election Day	54	43	167	116	0	0	18	98	1
Precinct 9748	265	199	913	541	0	0	76	465	1
Precinct 9749 - Vote By Mail	152	104	750	289	0	0	33	256	0
Precinct 9749 - Election Day	73	21	188	108	0	0	14	94	0
Precinct 9749	225	125	938	397	0	0	47	350	0
Precinct 9751 - Vote By Mail	230	166	857	472	0	0	76	396	0
Precinct 9751 - Election Day	81	44	214	153	0	0	27	126	1
Precinct 9751	311	210	1,071	625	0	0	103	522	1
Precinct 9752 - Vote By Mail	174	104	563	327	0	0	49	278	0
Precinct 9752 - Election Day	66	22	134	108	0	0	19	89	1
Precinct 9752	240	126	697	435	0	0	68	367	1
Precinct 9753 - Vote By Mail	170	85	617	298	0	0	43	255	0
Precinct 9753 - Election Day	86	22	145	123	0	0	14	109	1
Precinct 9753	256	107	762	421	0	0	57	364	1
Precinct 9754 - Vote By Mail	200	76	545	317	0	0	41	276	0
Precinct 9754 - Election Day	75	25	162	113	0	0	13	100	0
Precinct 9754	275	101	707	430	0	0	54	376	0
Precinct 9755 - Vote By Mail	135	75	441	238	0	0	28	210	0
Precinct 9755 - Election Day	59	23	139	99	0	0	17	82	0
Precinct 9755	194	98	580	337	0	0	45	292	0
Precinct 9756 - Vote By Mail	165	149	805	364	0	0	50	314	0
Precinct 9756 - Election Day	69	26	162	106	0	0	11	95	0
Precinct 9756	234	175	967	470	0	0	61	409	0
Precinct 9801 - Vote By Mail	101	45	320	163	0	0	17	146	0
Precinct 9801 - Election Day	38	10	88	52	0	0	4	48	0
Precinct 9801	139	55	408	215	0	0	21	194	0
Congressional District 12 - Vote By Mail	87,935	54,595	355,594	174,452	0	106	31,816	142,530	0
Congressional District 12 - Election Day	40,492	16,290	90,254	71,265	0	21	14,134	57,110	328
Congressional District 12	128,427	70,885	445,848	245,717	0	127	45,950	199,640	328
Congressional District 14 - Vote By Mail	11,163	8,043	47,252	22,340	0	10	3,124	19,206	0
Congressional District 14 - Election Day	4,024	1,872	10,799	6,956	0	1	1,018	5,937	41
Congressional District 14	15,187	9,915	58,051	29,296	0	11	4,142	25,143	41
Assembly District 17 - Vote By Mail	60,272	33,159	232,787	114,347	0	80	20,836	93,431	0
Assembly District 17 - Election Day	26,330	8,947	59,635	43,919	0	14	8,407	35,498	221
Assembly District 17	86,602	42,106	292,422	158,266	0	94	29,243	128,929	221
Assembly District 19 - Vote By Mail	38,826	29,479	170,059	82,445	0	36	14,104	68,305	0
Assembly District 19 - Election Day	18,186	9,215	41,418	34,302	0	8	6,745	27,549	148
Assembly District 19	57,012	38,694	211,477	116,747	0	44	20,849	95,854	148
Supervisorial District 1 - Vote By Mail	8,248	5,500	33,868	16,565	0	10	2,807	13,748	0
Supervisorial District 1 - Election Day	4,880	2,004	9,248	8,530	0	2	1,618	6,910	26
Supervisorial District 1	13,128	7,504	43,116	25,095	0	12	4,425	20,658	26
Supervisorial District 2 - Vote By Mail	8,382	7,153	41,435	19,971	0	6	4,430	15,535	0
Supervisorial District 2 - Election Day	4,365	3,053	8,611	10,149	0	2	2,689	7,458	40
Supervisorial District 2	12,747	10,206	50,046	30,120	0	8	7,119	22,993	40
Supervisorial District 3 - Vote By Mail	6,445	5,118	31,943	14,408	0	11	2,834	11,563	0
Supervisorial District 3 - Election Day	3,422	1,421	7,434	6,360	0	2	1,483	4,875	32
Supervisorial District 3	9,867	6,539	39,377	20,768	0	13	4,317	16,438	32
Supervisorial District 4 - Vote By Mail	7,171	7,022	35,049	16,862	0	7	2,662	14,193	0
Supervisorial District 4 - Election Day	3,132	1,736	9,045	5,910	0	1	1,020	4,889	21
Supervisorial District 4	10,303	8,758	44,094	22,772	0	8	3,682	19,082	21
Supervisorial District 5 - Vote By Mail	12,410	5,006	41,966	21,496	0	15	4,065	17,416	0
Supervisorial District 5 - Election Day	5,825	1,603	10,934	9,272	0	6	1,791	7,475	47
Supervisorial District 5	18,235	6,609	52,900	30,768	0	21	5,856	24,891	47
Supervisorial District 6 - Vote By Mail	7,074	5,216	35,755	15,225	0	20	2,915	12,290	0
Supervisorial District 6 - Election Day	2,370	1,060	7,940	4,383	0	4	916	3,463	33
Supervisorial District 6	9,444	6,276	43,695	19,608	0	24	3,831	15,753	33
Supervisorial District 7 - Vote By Mail	9,739	7,554	38,887	20,717	0	12	3,412	17,293	0
Supervisorial District 7 - Election Day	3,776	2,200	8,556	7,211	0	1	1,195	6,015	39
Supervisorial District 7	13,515	9,754	47,443	27,928	0	13	4,607	23,308	39
Supervisorial District 8 - Vote By Mail	15,043	7,200	46,370	27,474	0	11	5,220	22,243	0
Supervisorial District 8 - Election Day	6,506	2,482	11,807	11,114	0	3	2,085	9,026	38
Supervisorial District 8	21,549	9,682	58,177	38,588	0	14	7,305	31,269	38
Supervisorial District 9 - Vote By Mail	10,456	3,685	33,165	16,755	0	8	2,606	14,141	0
Supervisorial District 9 - Election Day	5,003	979	10,098	7,086	0	0	1,075	6,011	29
Supervisorial District 9	15,459	4,664	43,263	23,841	0	8	3,681	20,152	29
Supervisorial District 10 - Vote By Mail	6,759	4,828	33,765	13,891	0	9	2,295	11,587	0
Supervisorial District 10 - Election Day	2,513	892	9,348	4,201	0	0	762	3,439	34
Supervisorial District 10	9,272	5,720	43,113	18,092	0	9	3,057	15,026	34
Supervisorial District 11 - Vote By Mail	7,371	4,356	30,643	13,428	0	7	1,694	11,727	0
Supervisorial District 11 - Election Day	2,724	732	8,032	4,005	0	1	518	3,486	30
Supervisorial District 11	10,095	5,088	38,675	17,433	0	8	2,212	15,213	30
Bayview/Hunters Point - Vote By Mail	2,905	2,137	15,464	5,936	0	4	890	5,042	0
Bayview/Hunters Point - Election Day	964	300	5,021	1,551	0	0	264	1,287	23
Bayview/Hunters Point	3,869	2,437	20,485	7,487	0	4	1,154	6,329	23
Chinatown - Vote By Mail	2,599	2,435	14,029	6,273	0	8	1,231	5,034	0
Chinatown - Election Day	1,403	679	3,238	2,776	0	0	680	2,096	14
Chinatown	4,002	3,114	17,267	9,049	0	8	1,911	7,130	14
Civic Center/Downtown - Vote By Mail	4,786	2,989	22,050	9,495	0	9	1,711	7,775	0
Civic Center/Downtown - Election Day	2,227	732	5,969	3,742	0	3	756	2,983	24
Civic Center/Downtown	7,013	3,721	28,019	13,237	0	12	2,467	10,758	24
Diamond Heights - Vote By Mail	1,744	1,132	5,630	3,491	0	2	613	2,876	0
Diamond Heights - Election Day	620	389	1,430	1,237	0	2	224	1,011	2
Diamond Heights	2,364	1,521	7,060	4,728	0	4	837	3,887	2
Excelsior - Vote By Mail	5,536	3,296	22,700	10,117	0	5	1,280	8,832	0
Excelsior - Election Day	2,027	556	5,893	2,969	0	1	365	2,603	20
Excelsior	7,563	3,852	28,593	13,086	0	6	1,645	11,435	20
Haight Ashbury - Vote By Mail	3,473	1,318	11,526	5,963	0	3	1,169	4,791	0
Haight Ashbury - Election Day	1,761	474	2,336	2,800	0	0	554	2,246	11
Haight Ashbury	5,234	1,792	13,862	8,763	0	3	1,723	7,037	11
Ingleside - Vote By Mail	2,253	1,358	9,818	4,127	0	2	514	3,611	0
Ingleside - Election Day	877	233	2,577	1,302	0	0	182	1,120	10
Ingleside	3,130	1,591	12,395	5,429	0	2	696	4,731	10
Inner Sunset - Vote By Mail	2,232	1,052	7,628	4,025	0	0	741	3,284	0
Inner Sunset - Election Day	1,126	367	2,030	1,847	0	4	338	1,505	12
Inner Sunset	3,358	1,419	9,658	5,872	0	4	1,079	4,789	12
Lake Merced - Vote By Mail	1,650	1,007	7,416	3,138	0	1	480	2,657	0
Lake Merced - Election Day	550	217	842	924	0	0	151	773	6
Lake Merced	2,200	1,224	8,258	4,062	0	1	631	3,430	6
Laurel Heights/Anza Vista - Vote By Mail	2,033	1,209	8,172	3,949	0	1	706	3,242	0
Laurel Heights/Anza Vista - Election Day	1,060	480	1,850	1,947	0	0	401	1,546	6
Laurel Heights/Anza Vista	3,093	1,689	10,022	5,896	0	1	1,107	4,788	6
Marina Pacific Heights - Vote By Mail	6,495	5,492	33,509	15,520	0	5	3,528	11,987	0
Marina Pacific Heights - Election Day	3,347	2,251	5,931	7,800	0	2	2,169	5,629	31
Marina Pacific Heights	9,842	7,743	39,440	23,320	0	7	5,697	17,616	31
Mission - Vote By Mail	7,523	2,417	23,572	11,845	0	5	1,900	9,940	0
Mission - Election Day	3,771	643	7,433	5,298	0	0	864	4,434	20
Mission	11,294	3,060	31,005	17,143	0	5	2,764	14,374	20
North Bernal Heights - Vote By Mail	2,588	715	6,791	3,984	0	1	680	3,303	0
North Bernal Heights - Election Day	1,248	261	1,942	1,788	0	0	271	1,517	8
North Bernal Heights	3,836	976	8,733	5,772	0	1	951	4,820	8
North Embarcadero - Vote By Mail	1,174	951	5,779	2,672	0	1	546	2,125	0
North Embarcadero - Election Day	597	277	1,309	1,165	0	1	286	878	4
North Embarcadero	1,771	1,228	7,088	3,837	0	2	832	3,003	4
Noe Valley - Vote By Mail	4,342	2,139	13,553	8,149	0	5	1,663	6,481	0
Noe Valley - Election Day	1,928	793	3,435	3,370	0	0	638	2,732	11
Noe Valley	6,270	2,932	16,988	11,519	0	5	2,301	9,213	11
Portola - Vote By Mail	1,696	1,291	7,830	3,522	0	4	531	2,987	0
Portola - Election Day	595	203	1,802	947	0	0	148	799	1
Portola	2,291	1,494	9,632	4,469	0	4	679	3,786	1
Potrero Hill - Vote By Mail	3,296	2,173	14,623	6,798	0	3	1,326	5,469	0
Potrero Hill - Election Day	1,341	554	2,733	2,413	0	1	505	1,907	12
Potrero Hill	4,637	2,727	17,356	9,211	0	4	1,831	7,376	12
Richmond - Vote By Mail	7,153	4,842	29,447	14,398	0	9	2,394	11,995	0
Richmond - Election Day	4,257	1,775	8,178	7,475	0	2	1,418	6,055	23
Richmond	11,410	6,617	37,625	21,873	0	11	3,812	18,050	23
South of Bernal Heights - Vote By Mail	2,453	863	7,165	4,013	0	2	695	3,316	0
South of Bernal Heights - Election Day	1,196	362	2,406	1,869	0	1	302	1,566	8
South of Bernal Heights	3,649	1,225	9,571	5,882	0	3	997	4,882	8
Sea Cliff/Presidio Heights - Vote By Mail	1,364	1,297	6,458	3,411	0	1	749	2,661	0
Sea Cliff/Presidio Heights - Election Day	800	607	1,563	1,828	0	0	413	1,415	8
Sea Cliff/Presidio Heights	2,164	1,904	8,021	5,239	0	1	1,162	4,076	8
South of Market - Vote By Mail	4,015	3,098	20,910	8,905	0	11	1,781	7,113	0
South of Market - Election Day	1,258	641	4,167	2,452	0	1	532	1,919	20
South of Market	5,273	3,739	25,077	11,357	0	12	2,313	9,032	20
Sunset - Vote By Mail	7,066	6,943	34,606	16,636	0	7	2,620	14,009	0
Sunset - Election Day	3,040	1,719	8,887	5,783	0	1	1,002	4,780	21
Sunset	10,106	8,662	43,493	22,419	0	8	3,622	18,789	21
Upper Market/Eureka Valley - Vote By Mail	5,150	2,366	15,381	9,289	0	3	1,770	7,516	0
Upper Market/Eureka Valley - Election Day	2,127	778	3,512	3,613	0	0	691	2,922	17
Upper Market/Eureka Valley	7,277	3,144	18,893	12,902	0	3	2,461	10,438	17
Visitation Valley - Vote By Mail	1,011	1,119	6,638	2,508	0	2	376	2,130	0
Visitation Valley - Election Day	356	151	1,850	598	0	0	89	509	2
Visitation Valley	1,367	1,270	8,488	3,106	0	2	465	2,639	2
West of Twin Peaks - Vote By Mail	7,320	6,073	28,439	16,094	0	10	2,691	13,393	0
West of Twin Peaks - Election Day	2,853	1,851	6,935	5,684	0	1	948	4,735	31
West of Twin Peaks	10,173	7,924	35,374	21,778	0	11	3,639	18,128	31
Western Addition - Vote By Mail	7,241	2,926	23,712	12,534	0	12	2,355	10,167	0
Western Addition - Election Day	3,187	869	7,784	5,043	0	2	961	4,080	24
Western Addition	10,428	3,795	31,496	17,577	0	14	3,316	14,247	24
