Subtotal Area	DOROTHY CHOU PROUDFOOT	MICHELLE TONG	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Write-in Votes
Precinct 9446 - Election Day	62	74	216	178	0	0	41	137	1
Precinct 9446	227	290	1,116	643	0	1	124	518	1
Precinct 9447 - Vote By Mail	158	166	729	392	0	2	66	324	0
Precinct 9447 - Election Day	64	89	192	181	0	0	28	153	0
Precinct 9447	222	255	921	573	0	2	94	477	0
Precinct 9448 - Vote By Mail	129	161	742	347	0	0	57	290	0
Precinct 9448 - Election Day	41	81	198	157	0	0	35	122	0
Precinct 9448	170	242	940	504	0	0	92	412	0
Precinct 9449 - Vote By Mail	140	136	719	340	0	3	61	276	0
Precinct 9449 - Election Day	43	57	162	119	0	1	17	101	1
Precinct 9449	183	193	881	459	0	4	78	377	1
Precinct 9451 - Vote By Mail	74	58	353	178	0	0	46	132	0
Precinct 9451 - Election Day	18	39	88	69	0	0	12	57	0
Precinct 9451	92	97	441	247	0	0	58	189	0
Precinct 9452 - Vote By Mail	133	151	647	334	0	0	50	284	0
Precinct 9452 - Election Day	67	75	195	186	0	0	43	143	1
Precinct 9452	200	226	842	520	0	0	93	427	1
Precinct 9453 - Vote By Mail	102	74	409	217	0	0	41	176	0
Precinct 9453 - Election Day	36	31	115	84	0	0	17	67	0
Precinct 9453	138	105	524	301	0	0	58	243	0
Precinct 9501 MB - Vote By Mail	40	34	158	92	0	0	18	74	0
Precinct 9501 MB - Election Day	1	1	-8	3	0	0	1	2	0
Precinct 9501 MB	41	35	150	95	0	0	19	76	0
Precinct 9502 MB - Vote By Mail	50	63	294	136	0	0	23	113	0
Precinct 9502 MB - Election Day	1	4	-43	6	0	0	1	5	0
Precinct 9502 MB	51	67	251	142	0	0	24	118	0
Precinct 9503/9504 - Vote By Mail	88	115	550	263	0	0	60	203	0
Precinct 9503/9504 - Election Day	40	52	150	122	0	0	30	92	0
Precinct 9503/9504	128	167	700	385	0	0	90	295	0
Precinct 9505 - Vote By Mail	90	135	589	296	0	0	71	225	0
Precinct 9505 - Election Day	47	58	176	136	0	0	31	105	0
Precinct 9505	137	193	765	432	0	0	102	330	0
Precinct 9506 - Vote By Mail	92	106	547	232	0	0	34	198	0
Precinct 9506 - Election Day	38	68	207	138	0	0	32	106	0
Precinct 9506	130	174	754	370	0	0	66	304	0
Precinct 9507 - Vote By Mail	107	144	556	306	0	0	55	251	0
Precinct 9507 - Election Day	58	82	160	182	0	0	42	140	0
Precinct 9507	165	226	716	488	0	0	97	391	0
Precinct 9508 - Vote By Mail	95	162	632	317	0	0	60	257	0
Precinct 9508 - Election Day	39	102	148	185	0	0	44	141	0
Precinct 9508	134	264	780	502	0	0	104	398	0
Precinct 9509 - Vote By Mail	94	141	585	296	0	0	61	235	0
Precinct 9509 - Election Day	39	86	142	167	0	0	41	126	1
Precinct 9509	133	227	727	463	0	0	102	361	1
Precinct 9511 - Vote By Mail	74	118	458	240	0	1	47	192	0
Precinct 9511 - Election Day	46	82	176	163	0	0	34	129	1
Precinct 9511	120	200	634	403	0	1	81	321	1
Precinct 9512 - Vote By Mail	78	183	617	327	0	0	66	261	0
Precinct 9512 - Election Day	60	84	160	179	0	0	34	145	1
Precinct 9512	138	267	777	506	0	0	100	406	1
Precinct 9513 - Vote By Mail	92	182	686	334	0	1	59	274	0
Precinct 9513 - Election Day	49	94	191	188	0	0	45	143	0
Precinct 9513	141	276	877	522	0	1	104	417	0
Precinct 9514/9522 - Vote By Mail	123	151	713	352	0	0	78	274	0
Precinct 9514/9522 - Election Day	63	115	183	213	0	0	32	181	3
Precinct 9514/9522	186	266	896	565	0	0	110	455	3
Precinct 9515 - Vote By Mail	136	111	543	305	0	0	58	247	0
Precinct 9515 - Election Day	49	76	169	164	0	0	39	125	0
Precinct 9515	185	187	712	469	0	0	97	372	0
Precinct 9516 - Vote By Mail	125	188	705	366	0	0	53	313	0
Precinct 9516 - Election Day	51	92	184	190	0	0	45	145	2
Precinct 9516	176	280	889	556	0	0	98	458	2
Precinct 9517 - Vote By Mail	103	171	626	335	0	0	61	274	0
Precinct 9517 - Election Day	54	84	162	173	0	0	35	138	0
Precinct 9517	157	255	788	508	0	0	96	412	0
Precinct 9518 - Vote By Mail	104	149	642	316	0	0	63	253	0
Precinct 9518 - Election Day	57	93	146	195	0	0	43	152	2
Precinct 9518	161	242	788	511	0	0	106	405	2
Precinct 9519 - Vote By Mail	129	163	693	368	0	0	76	292	0
Precinct 9519 - Election Day	70	110	198	239	0	0	58	181	1
Precinct 9519	199	273	891	607	0	0	134	473	1
Precinct 9521 - Vote By Mail	127	166	687	352	0	0	59	293	0
Precinct 9521 - Election Day	61	132	214	242	0	0	49	193	0
Precinct 9521	188	298	901	594	0	0	108	486	0
Precinct 9701 - Vote By Mail	88	118	498	269	0	0	63	206	0
Precinct 9701 - Election Day	43	78	156	139	0	0	17	122	1
Precinct 9701	131	196	654	408	0	0	80	328	1
Precinct 9702 - Vote By Mail	115	125	554	305	0	0	65	240	0
Precinct 9702 - Election Day	36	75	166	148	0	0	37	111	0
Precinct 9702	151	200	720	453	0	0	102	351	0
Precinct 9703 - Vote By Mail	165	161	809	403	0	1	76	326	0
Precinct 9703 - Election Day	53	71	182	147	0	0	21	126	2
Precinct 9703	218	232	991	550	0	1	97	452	2
Precinct 9704 - Vote By Mail	174	169	760	422	0	0	79	343	0
Precinct 9704 - Election Day	66	82	199	199	0	0	51	148	0
Precinct 9704	240	251	959	621	0	0	130	491	0
Precinct 9705 - Vote By Mail	163	192	754	421	0	0	66	355	0
Precinct 9705 - Election Day	54	63	175	146	0	0	28	118	1
Precinct 9705	217	255	929	567	0	0	94	473	1
Precinct 9706 MB - Vote By Mail	8	17	57	34	0	0	9	25	0
Precinct 9706 MB - Election Day	0	0	-8	0	0	0	0	0	0
Precinct 9706 MB	8	17	49	34	0	0	9	25	0
Precinct 9707 - Vote By Mail	162	133	687	358	0	0	63	295	0
Precinct 9707 - Election Day	37	42	139	103	0	0	24	79	0
Precinct 9707	199	175	826	461	0	0	87	374	0
Precinct 9708 - Vote By Mail	170	183	786	429	0	0	76	353	0
Precinct 9708 - Election Day	60	74	175	159	0	0	25	134	0
Precinct 9708	230	257	961	588	0	0	101	487	0
Precinct 9709 - Vote By Mail	185	154	831	427	0	0	88	339	0
Precinct 9709 - Election Day	62	83	209	183	0	0	38	145	0
Precinct 9709	247	237	1,040	610	0	0	126	484	0
Precinct 9711 - Vote By Mail	126	114	502	307	0	0	67	240	0
Precinct 9711 - Election Day	62	71	144	162	0	0	28	134	1
Precinct 9711	188	185	646	469	0	0	95	374	1
Precinct 9712 - Vote By Mail	156	115	534	335	0	0	64	271	0
Precinct 9712 - Election Day	60	39	127	118	0	0	19	99	0
Precinct 9712	216	154	661	453	0	0	83	370	0
Precinct 9713 - Vote By Mail	185	141	747	389	0	0	63	326	0
Precinct 9713 - Election Day	66	67	203	171	0	0	36	135	2
Precinct 9713	251	208	950	560	0	0	99	461	2
Precinct 9714 - Vote By Mail	225	143	795	447	0	1	78	368	0
Precinct 9714 - Election Day	68	48	156	137	0	0	21	116	0
Precinct 9714	293	191	951	584	0	1	99	484	0
Precinct 9715 - Vote By Mail	126	66	449	241	0	0	49	192	0
Precinct 9715 - Election Day	90	21	130	135	0	0	24	111	0
Precinct 9715	216	87	579	376	0	0	73	303	0
Precinct 9716 - Vote By Mail	164	162	745	398	0	0	72	326	0
Precinct 9716 - Election Day	66	61	221	167	0	0	40	127	0
Precinct 9716	230	223	966	565	0	0	112	453	0
Precinct 9717 - Vote By Mail	207	167	753	437	0	2	61	374	0
Precinct 9717 - Election Day	73	63	224	173	0	0	36	137	1
Precinct 9717	280	230	977	610	0	2	97	511	1
Precinct 9718 - Vote By Mail	227	155	749	449	0	1	66	382	0
Precinct 9718 - Election Day	79	42	152	145	0	0	24	121	0
Precinct 9718	306	197	901	594	0	1	90	503	0
Precinct 9719 - Vote By Mail	231	146	747	463	0	1	85	377	0
Precinct 9719 - Election Day	76	53	173	151	0	0	22	129	0
Precinct 9719	307	199	920	614	0	1	107	506	0
Precinct 9721 - Vote By Mail	133	95	498	288	0	0	60	228	0
Precinct 9721 - Election Day	76	36	164	135	0	0	21	114	2
Precinct 9721	209	131	662	423	0	0	81	342	2
Precinct 9722 - Vote By Mail	169	89	513	315	0	0	57	258	0
Precinct 9722 - Election Day	33	31	84	76	0	0	11	65	1
Precinct 9722	202	120	597	391	0	0	68	323	1
Precinct 9723 - Vote By Mail	99	85	436	224	0	0	40	184	0
Precinct 9723 - Election Day	16	18	72	46	0	0	12	34	0
Precinct 9723	115	103	508	270	0	0	52	218	0
Precinct 9724 - Vote By Mail	216	150	851	451	0	0	85	366	0
Precinct 9724 - Election Day	44	31	169	100	0	1	24	75	0
Precinct 9724	260	181	1,020	551	0	1	109	441	0
Precinct 9725 - Vote By Mail	207	148	814	437	0	1	81	355	0
Precinct 9725 - Election Day	49	27	157	97	0	0	21	76	0
Precinct 9725	256	175	971	534	0	1	102	431	0
Precinct 9726 - Vote By Mail	81	104	630	217	0	0	32	185	0
Precinct 9726 - Election Day	39	47	-14	103	0	0	13	90	4
Precinct 9726	120	151	616	320	0	0	45	275	4
Precinct 9727 - Vote By Mail	110	74	404	227	0	2	41	184	0
Precinct 9727 - Election Day	10	14	56	35	0	0	11	24	0
Precinct 9727	120	88	460	262	0	2	52	208	0
Precinct 9728 - Vote By Mail	206	153	751	446	0	0	87	359	0
Precinct 9728 - Election Day	65	43	212	137	0	0	29	108	0
Precinct 9728	271	196	963	583	0	0	116	467	0
Precinct 9729 - Vote By Mail	194	76	654	335	0	0	65	270	0
Precinct 9729 - Election Day	73	32	164	131	0	0	26	105	0
Precinct 9729	267	108	818	466	0	0	91	375	0
Precinct 9731 - Vote By Mail	119	84	436	245	0	0	42	203	0
Precinct 9731 - Election Day	48	34	143	111	0	1	28	82	0
Precinct 9731	167	118	579	356	0	1	70	285	0
Precinct 9732 MB - Vote By Mail	20	12	78	47	0	0	15	32	0
Precinct 9732 MB - Election Day	0	0	-5	0	0	0	0	0	0
Precinct 9732 MB	20	12	73	47	0	0	15	32	0
Precinct 9733 MB - Vote By Mail	72	66	261	162	0	0	24	138	0
Precinct 9733 MB - Election Day	1	0	-21	1	0	0	0	1	0
Precinct 9733 MB	73	66	240	163	0	0	24	139	0
Precinct 9734 - Vote By Mail	160	81	473	286	0	0	45	241	0
Precinct 9734 - Election Day	56	31	131	110	0	0	22	88	1
Precinct 9734	216	112	604	396	0	0	67	329	1
Precinct 9735 - Vote By Mail	185	144	650	386	0	0	57	329	0
Precinct 9735 - Election Day	52	47	170	133	0	0	31	102	3
Precinct 9735	237	191	820	519	0	0	88	431	3
Precinct 9736 - Vote By Mail	155	100	586	325	0	0	70	255	0
Precinct 9736 - Election Day	66	52	150	155	0	0	35	120	2
Precinct 9736	221	152	736	480	0	0	105	375	2
Precinct 9737 - Vote By Mail	166	153	637	388	0	0	69	319	0
Precinct 9737 - Election Day	56	59	154	137	0	0	21	116	1
Precinct 9737	222	212	791	525	0	0	90	435	1
Precinct 9738 - Vote By Mail	125	142	688	320	0	0	53	267	0
Precinct 9738 - Election Day	25	30	150	66	0	0	11	55	0
Precinct 9738	150	172	838	386	0	0	64	322	0
Precinct 9739 - Vote By Mail	104	129	674	270	0	0	37	233	0
Precinct 9739 - Election Day	23	51	115	88	0	0	11	77	3
Precinct 9739	127	180	789	358	0	0	48	310	3
Precinct 9741 - Vote By Mail	62	89	837	173	0	0	22	151	0
Precinct 9741 - Election Day	4	4	-396	10	0	0	2	8	0
Precinct 9741	66	93	441	183	0	0	24	159	0
Precinct 9742 - Vote By Mail	123	74	530	229	0	1	31	197	0
Precinct 9742 - Election Day	43	40	165	101	0	0	18	83	0
Precinct 9742	166	114	695	330	0	1	49	280	0
Precinct 9743 - Vote By Mail	154	178	913	400	0	1	67	332	0
Precinct 9743 - Election Day	66	82	227	174	0	0	26	148	0
Precinct 9743	220	260	1,140	574	0	1	93	480	0
Precinct 9744 - Vote By Mail	113	157	783	333	0	0	63	270	0
Precinct 9744 - Election Day	43	62	160	126	0	0	21	105	0
Precinct 9744	156	219	943	459	0	0	84	375	0
Precinct 9745 - Vote By Mail	110	170	790	317	0	0	37	280	0
Precinct 9745 - Election Day	43	58	202	129	0	0	28	101	0
Precinct 9745	153	228	992	446	0	0	65	381	0
Precinct 9746 - Vote By Mail	163	140	714	373	0	1	69	303	0
Precinct 9746 - Election Day	61	34	189	120	0	0	25	95	0
Precinct 9746	224	174	903	493	0	1	94	398	0
Precinct 9747 - Vote By Mail	144	198	772	401	0	0	59	342	0
Precinct 9747 - Election Day	55	72	204	146	0	0	18	128	1
Precinct 9747	199	270	976	547	0	0	77	470	1
