Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Ballots Counted
Precinct 9734/9735 - Vote By Mail	298	219	1,389	534	0	0	17	517
Precinct 9734/9735	402	301	1,389	722	0	0	19	703
Precinct 9737/9736 - Election Day	133	65	1,518	204	0	0	6	198
Precinct 9737/9736 - Vote By Mail	343	219	1,518	574	0	0	12	562
Precinct 9737/9736	476	284	1,518	778	0	0	18	760
Precinct 9738 - Election Day	28	19	813	48	0	0	1	47
Precinct 9738 - Vote By Mail	131	93	813	229	0	0	5	224
Precinct 9738	159	112	813	277	0	0	6	271
Precinct 9739 - Election Day	49	19	768	69	0	0	1	68
Precinct 9739 - Vote By Mail	125	49	768	177	0	0	3	174
Precinct 9739	174	68	768	246	0	0	4	242
Precinct 9741 - Election Day	40	22	497	65	0	0	3	62
Precinct 9741 - Vote By Mail	16	9	497	25	0	0	0	25
Precinct 9741	56	31	497	90	0	0	3	87
Precinct 9742 - Election Day	52	40	679	95	0	0	3	92
Precinct 9742 - Vote By Mail	75	76	679	153	0	0	2	151
Precinct 9742	127	116	679	248	0	0	5	243
Precinct 9743 - Election Day	73	44	1,138	122	0	0	5	117
Precinct 9743 - Vote By Mail	184	110	1,138	297	0	0	3	294
Precinct 9743	257	154	1,138	419	0	0	8	411
Precinct 9744 - Election Day	68	39	907	112	0	0	5	107
Precinct 9744 - Vote By Mail	117	76	907	205	0	0	12	193
Precinct 9744	185	115	907	317	0	0	17	300
Precinct 9745 - Election Day	69	39	973	109	0	0	1	108
Precinct 9745 - Vote By Mail	133	73	973	212	0	0	6	206
Precinct 9745	202	112	973	321	0	0	7	314
Precinct 9748 - Election Day	57	41	910	98	0	0	0	98
Precinct 9748 - Vote By Mail	173	134	910	313	0	0	6	307
Precinct 9748	230	175	910	411	0	0	6	405
Precinct 9749/9747 - Election Day	140	68	1,871	214	0	0	6	208
Precinct 9749/9747 - Vote By Mail	284	183	1,871	491	0	0	24	467
Precinct 9749/9747	424	251	1,871	705	0	0	30	675
Precinct 9751 - Election Day	74	61	1,038	136	0	0	1	135
Precinct 9751 - Vote By Mail	209	131	1,038	353	0	0	13	340
Precinct 9751	283	192	1,038	489	0	0	14	475
Precinct 9752 - Election Day	62	28	696	90	0	0	0	90
Precinct 9752 - Vote By Mail	150	107	696	267	0	0	10	257
Precinct 9752	212	135	696	357	0	0	10	347
Precinct 9753 - Election Day	70	23	764	93	0	0	0	93
Precinct 9753 - Vote By Mail	165	68	764	239	0	0	6	233
Precinct 9753	235	91	764	332	0	0	6	326
Precinct 9754 - Election Day	84	26	686	111	0	0	1	110
Precinct 9754 - Vote By Mail	177	60	686	241	0	0	4	237
Precinct 9754	261	86	686	352	0	0	5	347
Precinct 9755 - Election Day	53	22	567	76	0	0	1	75
Precinct 9755 - Vote By Mail	125	42	567	170	0	0	3	167
Precinct 9755	178	64	567	246	0	0	4	242
Precinct 9756 - Election Day	41	28	940	69	0	0	0	69
Precinct 9756 - Vote By Mail	149	111	940	267	0	1	6	260
Precinct 9756	190	139	940	336	0	1	6	329
Precinct 9801 - Election Day	34	17	404	51	0	0	0	51
Precinct 9801 - Vote By Mail	86	45	404	135	0	0	4	131
Precinct 9801	120	62	404	186	0	0	4	182
Congressional District 12 - Election Day	37,215	14,719	437,850	53,397	0	12	1,451	51,934
Congressional District 12 - Vote By Mail	84,835	41,195	437,850	129,604	0	28	3,546	126,030
Congressional District 12	122,050	55,914	437,850	183,001	0	40	4,997	177,964
Congressional District 14 - Election Day	3,671	2,178	57,200	6,017	0	1	167	5,849
Congressional District 14 - Vote By Mail	9,981	6,791	57,200	17,289	0	8	509	16,772
Congressional District 14	13,652	8,969	57,200	23,306	0	9	676	22,621
Assembly District 17 - Election Day	25,051	8,929	287,476	34,944	0	8	956	33,980
Assembly District 17 - Vote By Mail	57,201	25,520	287,476	85,041	0	19	2,301	82,721
Assembly District 17	82,252	34,449	287,476	119,985	0	27	3,257	116,701
Assembly District 19 - Election Day	15,835	7,968	207,574	24,470	0	5	662	23,803
Assembly District 19 - Vote By Mail	37,615	22,466	207,574	61,852	0	17	1,754	60,081
Assembly District 19	53,450	30,434	207,574	86,322	0	22	2,416	83,884
Supervisorial District 1 - Election Day	3,752	1,575	42,447	5,464	0	0	137	5,327
Supervisorial District 1 - Vote By Mail	8,280	3,972	42,447	12,580	0	3	325	12,252
Supervisorial District 1	12,032	5,547	42,447	18,044	0	3	462	17,579
Supervisorial District 2 - Election Day	3,172	1,964	49,361	5,273	0	2	135	5,136
Supervisorial District 2 - Vote By Mail	7,967	5,652	49,361	13,966	0	3	344	13,619
Supervisorial District 2	11,139	7,616	49,361	19,239	0	5	479	18,755
Supervisorial District 3 - Election Day	2,621	1,156	38,836	3,913	0	1	135	3,777
Supervisorial District 3 - Vote By Mail	6,825	3,668	38,836	10,918	0	2	423	10,493
Supervisorial District 3	9,446	4,824	38,836	14,831	0	3	558	14,270
Supervisorial District 4 - Election Day	3,243	1,634	43,341	5,029	0	1	151	4,877
Supervisorial District 4 - Vote By Mail	7,752	4,832	43,341	13,029	0	4	441	12,584
Supervisorial District 4	10,995	6,466	43,341	18,058	0	5	592	17,461
Supervisorial District 5 - Election Day	6,277	1,816	51,976	8,350	0	3	254	8,093
Supervisorial District 5 - Vote By Mail	12,000	3,982	51,976	16,419	0	1	436	15,982
Supervisorial District 5	18,277	5,798	51,976	24,769	0	4	690	24,075
Supervisorial District 6 - Election Day	2,130	1,060	42,510	3,309	0	0	119	3,190
Supervisorial District 6 - Vote By Mail	7,085	3,582	42,510	11,031	0	0	364	10,667
Supervisorial District 6	9,215	4,642	42,510	14,340	0	0	483	13,857
Supervisorial District 7 - Election Day	3,897	2,084	46,757	6,126	0	0	145	5,981
Supervisorial District 7 - Vote By Mail	9,269	5,935	46,757	15,630	0	2	424	15,204
Supervisorial District 7	13,166	8,019	46,757	21,756	0	2	569	21,185
Supervisorial District 8 - Election Day	6,876	2,031	57,103	9,078	0	1	170	8,907
Supervisorial District 8 - Vote By Mail	14,213	5,222	57,103	19,834	0	7	392	19,435
Supervisorial District 8	21,089	7,253	57,103	28,912	0	8	562	28,342
Supervisorial District 9 - Election Day	4,510	1,226	42,539	5,866	0	4	126	5,736
Supervisorial District 9 - Vote By Mail	8,490	3,341	42,539	12,111	0	5	275	11,831
Supervisorial District 9	13,000	4,567	42,539	17,977	0	9	401	17,567
Supervisorial District 10 - Election Day	2,309	1,185	42,195	3,620	0	0	126	3,494
Supervisorial District 10 - Vote By Mail	6,713	3,762	42,195	10,770	0	3	292	10,475
Supervisorial District 10	9,022	4,947	42,195	14,390	0	3	418	13,969
Supervisorial District 11 - Election Day	2,099	1,166	37,985	3,386	0	1	120	3,265
Supervisorial District 11 - Vote By Mail	6,222	4,038	37,985	10,605	0	6	339	10,260
Supervisorial District 11	8,321	5,204	37,985	13,991	0	7	459	13,525
Bayview/Hunters Point - Election Day	908	605	20,194	1,583	0	0	70	1,513
Bayview/Hunters Point - Vote By Mail	2,759	1,707	20,194	4,617	0	1	150	4,466
Bayview/Hunters Point	3,667	2,312	20,194	6,200	0	1	220	5,979
Chinatown - Election Day	1,126	498	18,045	1,697	0	0	73	1,624
Chinatown - Vote By Mail	3,099	1,705	18,045	5,028	0	2	222	4,804
Chinatown	4,225	2,203	18,045	6,725	0	2	295	6,428
Civic Center/Downtown - Election Day	1,769	771	27,613	2,634	0	1	93	2,540
Civic Center/Downtown - Vote By Mail	4,745	2,155	27,613	7,169	0	0	269	6,900
Civic Center/Downtown	6,514	2,926	27,613	9,803	0	1	362	9,440
Diamond Heights - Election Day	810	328	7,735	1,165	0	0	27	1,138
Diamond Heights - Vote By Mail	1,867	906	7,735	2,832	0	0	59	2,773
Diamond Heights	2,677	1,234	7,735	3,997	0	0	86	3,911
Excelsior - Election Day	1,523	826	28,067	2,430	0	1	80	2,349
Excelsior - Vote By Mail	4,625	3,029	28,067	7,904	0	5	245	7,654
Excelsior	6,148	3,855	28,067	10,334	0	6	325	10,003
Haight Ashbury - Election Day	2,237	527	15,102	2,841	0	0	77	2,764
Haight Ashbury - Vote By Mail	3,722	1,083	15,102	4,922	0	1	116	4,805
Haight Ashbury	5,959	1,610	15,102	7,763	0	1	193	7,569
Ingleside - Election Day	791	453	13,133	1,290	0	0	46	1,244
Ingleside - Vote By Mail	2,116	1,348	13,133	3,594	0	2	128	3,464
Ingleside	2,907	1,801	13,133	4,884	0	2	174	4,708
Inner Sunset - Election Day	1,235	358	9,501	1,633	0	0	40	1,593
Inner Sunset - Vote By Mail	2,266	704	9,501	3,044	0	0	74	2,970
Inner Sunset	3,501	1,062	9,501	4,677	0	0	114	4,563
Lake Merced - Election Day	491	311	8,190	825	0	0	23	802
Lake Merced - Vote By Mail	1,203	899	8,190	2,163	0	1	60	2,102
Lake Merced	1,694	1,210	8,190	2,988	0	1	83	2,904
Laurel Heights/Anza Vista - Election Day	949	414	10,551	1,396	0	0	33	1,363
Laurel Heights/Anza Vista - Vote By Mail	2,019	958	10,551	3,053	0	1	75	2,977
Laurel Heights/Anza Vista	2,968	1,372	10,551	4,449	0	1	108	4,340
Marina Pacific Heights - Election Day	2,481	1,610	41,063	4,206	0	3	112	4,091
Marina Pacific Heights - Vote By Mail	6,430	4,629	41,063	11,338	0	3	276	11,059
Marina Pacific Heights	8,911	6,239	41,063	15,544	0	6	388	15,150
Mission - Election Day	3,813	925	32,113	4,830	0	2	90	4,738
Mission - Vote By Mail	6,496	2,063	32,113	8,753	0	5	189	8,559
Mission	10,309	2,988	32,113	13,583	0	7	279	13,297
Noe Valley - Election Day	1,882	564	15,730	2,488	0	0	42	2,446
Noe Valley - Vote By Mail	3,924	1,464	15,730	5,501	0	0	113	5,388
Noe Valley	5,806	2,028	15,730	7,989	0	0	155	7,834
North Bernal Heights - Election Day	1,337	304	9,293	1,671	0	0	30	1,641
North Bernal Heights - Vote By Mail	2,363	653	9,293	3,070	0	1	53	3,016
North Bernal Heights	3,700	957	9,293	4,741	0	1	83	4,657
North Embarcadero - Election Day	481	199	5,953	702	0	0	22	680
North Embarcadero - Vote By Mail	1,129	650	5,953	1,839	0	0	60	1,779
North Embarcadero	1,610	849	5,953	2,541	0	0	82	2,459
Portola - Election Day	479	302	9,927	809	0	2	26	781
Portola - Vote By Mail	1,621	1,198	9,927	2,925	0	1	105	2,819
Portola	2,100	1,500	9,927	3,734	0	3	131	3,600
Potrero Hill - Election Day	1,211	459	16,717	1,710	0	0	40	1,670
Potrero Hill - Vote By Mail	3,347	1,531	16,717	4,957	0	0	79	4,878
Potrero Hill	4,558	1,990	16,717	6,667	0	0	119	6,548
Richmond - Election Day	3,382	1,413	37,882	4,924	0	0	129	4,795
Richmond - Vote By Mail	7,414	3,577	37,882	11,284	0	2	291	10,991
Richmond	10,796	4,990	37,882	16,208	0	2	420	15,786
Sea Cliff/Presidio Heights - Election Day	527	260	6,193	810	0	0	23	787
Sea Cliff/Presidio Heights - Vote By Mail	1,178	771	6,193	2,004	0	0	55	1,949
Sea Cliff/Presidio Heights	1,705	1,031	6,193	2,814	0	0	78	2,736
South of Bernal Heights - Election Day	830	239	7,872	1,105	0	0	36	1,069
South of Bernal Heights - Vote By Mail	1,741	688	7,872	2,488	0	0	59	2,429
South of Bernal Heights	2,571	927	7,872	3,593	0	0	95	3,498
South of Market - Election Day	1,122	619	24,361	1,795	0	0	54	1,741
South of Market - Vote By Mail	3,981	2,219	24,361	6,403	0	0	203	6,200
South of Market	5,103	2,838	24,361	8,198	0	0	257	7,941
Sunset - Election Day	3,158	1,615	42,750	4,924	0	1	150	4,773
Sunset - Vote By Mail	7,664	4,791	42,750	12,896	0	4	437	12,455
Sunset	10,822	6,406	42,750	17,820	0	5	587	17,228
Upper Market/Eureka Valley - Election Day	2,373	653	19,329	3,076	0	1	49	3,026
Upper Market/Eureka Valley - Vote By Mail	5,095	1,798	19,329	7,008	0	5	110	6,893
Upper Market/Eureka Valley	7,468	2,451	19,329	10,084	0	6	159	9,919
Visitation Valley - Election Day	283	181	7,912	488	0	0	24	464
Visitation Valley - Vote By Mail	1,062	826	7,912	1,962	0	2	72	1,888
Visitation Valley	1,345	1,007	7,912	2,450	0	2	96	2,352
West of Twin Peaks - Election Day	2,897	1,576	33,087	4,577	0	0	104	4,473
West of Twin Peaks - Vote By Mail	7,069	4,480	33,087	11,862	0	0	313	11,549
West of Twin Peaks	9,966	6,056	33,087	16,439	0	0	417	16,022
Western Addition - Election Day	2,791	887	26,737	3,805	0	2	125	3,678
Western Addition - Vote By Mail	5,881	2,154	26,737	8,277	0	0	242	8,035
Western Addition	8,672	3,041	26,737	12,082	0	2	367	11,713
